rep_id,G,group_size,V_slope_asymp,t_cce,t_bch,reject_normal,reject_bch
20,20,180,7.003963384736976,1.9775317574854399,1.9274595350539216,TRUE,FALSE
21,4,900,1.483984405829984,-1.6195013801179894,-1.4025293366461373,FALSE,FALSE
21,8,450,2.193379256256266,-1.3321070451085482,-1.2460720413260018,FALSE,FALSE
21,12,300,3.725053315497556,-1.0221855670487714,-0.9786681710497777,FALSE,FALSE
21,16,225,4.790691017265936,-0.9013571548073732,-0.8727353123884642,FALSE,FALSE
21,20,180,7.022238262288157,-0.7444888719813224,-0.7256379927200758,FALSE,FALSE
22,4,900,3.4252556458280914,-0.8822548813821809,-0.7640551398897952,FALSE,FALSE
22,8,450,2.654708049573058,-1.002148733610425,-0.9374243029398993,FALSE,FALSE
22,12,300,7.026173743350319,-0.6160005826283056,-0.5897756562020378,FALSE,FALSE
22,16,225,7.369348987635532,-0.6014866650444674,-0.5823869591707652,FALSE,FALSE
22,20,180,7.292097798683008,-0.6046642928605475,-0.5893538510161095,FALSE,FALSE
23,4,900,13.735548000857122,-0.49428857937604653,-0.4280664665401772,FALSE,FALSE
23,8,450,10.830094252821633,-0.5566567164213243,-0.5207046787237938,FALSE,FALSE
23,12,300,6.835442986029997,-0.7006808352236169,-0.6708508255284429,FALSE,FALSE
23,16,225,10.292738282609251,-0.5710026274332142,-0.5528709166723792,FALSE,FALSE
23,20,180,13.411766366505882,-0.5002194586814506,-0.4875536191039763,FALSE,FALSE
24,4,900,0.44567091880171006,-0.3601385266067616,-0.3118891129229535,FALSE,FALSE
24,8,450,0.9716248182370835,-0.2439087788093678,-0.2281557709827706,FALSE,FALSE
24,12,300,2.5166597504437282,-0.15155297981854082,-0.14510093113952022,FALSE,FALSE
24,16,225,4.773811702306282,-0.11003835495186123,-0.10654417904315476,FALSE,FALSE
24,20,180,7.5812899907999105,-0.08731828092979135,-0.08510733267649308,FALSE,FALSE
25,4,900,10.070357099063404,0.10973072462630691,0.09502959510205648,FALSE,FALSE
25,8,450,10.054745994178386,0.10981587612866767,0.10272334602547038,FALSE,FALSE
25,12,300,8.280778870358041,0.1210082802857864,0.11585660780858878,FALSE,FALSE
25,16,225,6.701601519695074,0.13451210907386438,0.1302407895765781,FALSE,FALSE
25,20,180,7.489583298879549,0.1272394710494881,0.12401769568616344,FALSE,FALSE
26,4,900,11.492864444547086,-0.3514550308953526,-0.3043689850432201,FALSE,FALSE
26,8,450,10.604031612297492,-0.3658881967086577,-0.3422570684870865,FALSE,FALSE
26,12,300,9.29734191843841,-0.39075496517931574,-0.3741193961530609,FALSE,FALSE
26,16,225,9.201680596312608,-0.39278087155100105,-0.3803084435564654,FALSE,FALSE
26,20,180,9.47955053623261,-0.3869813483457973,-0.37718276176033644,FALSE,FALSE
27,4,900,12.124690737551058,-0.5342522283952098,-0.46267600181869767,FALSE,FALSE
27,8,450,10.394022991414088,-0.5770186371854622,-0.5397515115328043,FALSE,FALSE
27,12,300,8.202871919924322,-0.6495292481407289,-0.6218769094505269,FALSE,FALSE
27,16,225,8.712575030233625,-0.6302435528480135,-0.6102306960587376,FALSE,FALSE
27,20,180,8.650136230939102,-0.6325140889607539,-0.6164984745294669,FALSE,FALSE
28,4,900,6.3148134828124745,0.49540477023253005,0.42903311617736384,FALSE,FALSE
28,8,450,11.306689542050187,0.37023094375675863,0.3463193363799409,FALSE,FALSE
28,12,300,11.072468189496849,0.3741262899254904,0.35819865169897147,FALSE,FALSE
28,16,225,16.010457867988386,0.31112762358174156,0.3012480261692938,FALSE,FALSE
28,20,180,12.61234357005637,0.3505440108641996,0.34166803826978326,FALSE,FALSE
29,4,900,1.7367200453415041,3.2659975794850045,2.8284368725325,TRUE,FALSE
29,8,450,2.3485490834643694,2.808542152507653,2.627150622749061,TRUE,TRUE
29,12,300,5.429311747415516,1.8471764259423522,1.768536783005676,FALSE,FALSE
29,16,225,5.766058737035205,1.7924260042711235,1.7355090159627915,FALSE,FALSE
29,20,180,9.158797995970705,1.4222027917021711,1.386191812733424,FALSE,FALSE
30,4,900,1.6666202641575454,-1.1009906453501428,-0.953485868202247,FALSE,FALSE
30,8,450,6.2593722504669325,-0.568115407793417,-0.5314233030275821,FALSE,FALSE
30,12,300,12.69259437700039,-0.3989576134885608,-0.38197283399972376,FALSE,FALSE
30,16,225,9.196048417221496,-0.4687068853625464,-0.4538234903154728,FALSE,FALSE
30,20,180,10.99085027991145,-0.42873240689373127,-0.41787665989481554,FALSE,FALSE
31,4,900,0.6146660843996984,-1.7841590191936534,-1.5451270350128317,FALSE,FALSE
31,8,450,2.4387120379252005,-0.8957213459301031,-0.8378705976226167,FALSE,FALSE
31,12,300,2.626141599217362,-0.8631655830974423,-0.8264181277397973,FALSE,FALSE
31,16,225,3.9545958444217226,-0.7033996245913563,-0.681063757942718,FALSE,FALSE
31,20,180,6.502280607851049,-0.5485551935625799,-0.534665465843134,FALSE,FALSE
32,4,900,8.101904308598336,-1.4029126666748446,-1.2149580086313858,FALSE,FALSE
32,8,450,8.499910203734244,-1.3696734023487278,-1.2812121508414784,FALSE,FALSE
32,12,300,9.43443975025805,-1.300068193984081,-1.2447205308521847,FALSE,FALSE
32,16,225,11.211031827768181,-1.1926181059304841,-1.1547475156635496,FALSE,FALSE
32,20,180,7.310023436778631,-1.4769466444428045,-1.4395495201639703,FALSE,FALSE
33,4,900,6.0312400440890634,2.781363141605758,2.4087311377802814,TRUE,FALSE
33,8,450,13.327852453203263,1.8710307018084535,1.7501889615756079,FALSE,FALSE
33,12,300,18.417466940964367,1.5916444254496673,1.5238835188347735,FALSE,FALSE
33,16,225,16.50412600456241,1.681375584468184,1.6279849093412597,FALSE,FALSE
33,20,180,18.824601681874483,1.5743384569246202,1.5344753168768157,FALSE,FALSE
34,4,900,1.5528030500977563,-1.2256110569998744,-1.0614103105209889,FALSE,FALSE
34,8,450,4.687085918563602,-0.7054388942889417,-0.659877662433465,FALSE,FALSE
34,12,300,10.338823845941066,-0.47497996390626385,-0.45475869308498407,FALSE,FALSE
34,16,225,11.169604821621656,-0.4569744870259518,-0.44246364447329717,FALSE,FALSE
34,20,180,12.036657159312346,-0.44020798166566266,-0.42906166662386486,FALSE,FALSE
35,4,900,20.67882972563618,-0.9743104364373791,-0.8437775891270739,FALSE,FALSE
35,8,450,11.724232851927425,-1.293951849000448,-1.2103811234855815,FALSE,FALSE
35,12,300,15.698149575753597,-1.1182427772230963,-1.0706359479661243,FALSE,FALSE
35,16,225,15.888137778663028,-1.1115367716023465,-1.0762408512782613,FALSE,FALSE
35,20,180,13.21411230748446,-1.2188249513168012,-1.1879636142806658,FALSE,FALSE
36,4,900,2.4062877537848104,2.4551238925680807,2.126199660402095,TRUE,FALSE
36,8,450,6.555106696448578,1.4875011516998824,1.3914299180231524,FALSE,FALSE
36,12,300,4.93692854283879,1.7140313954968,1.6410601215940614,FALSE,FALSE
36,16,225,4.692636784487063,1.758080362120568,1.7022539909468162,FALSE,FALSE
36,20,180,4.630680258599954,1.769802465739332,1.7249900664497082,FALSE,FALSE
37,4,900,6.382104564479458,-0.4861086331453605,-0.4209824253028124,FALSE,FALSE
37,8,450,14.689253107415697,-0.3204169150279033,-0.29972257924036816,FALSE,FALSE
37,12,300,10.601103976754468,-0.37717226057488035,-0.3611149465681276,FALSE,FALSE
37,16,225,8.740873418043305,-0.41537262995799673,-0.40218281957442437,FALSE,FALSE
37,20,180,10.168031954522212,-0.3851206807427782,-0.3753692073132689,FALSE,FALSE
38,4,900,5.04099476262611,0.5236284107187079,0.45347550582567286,FALSE,FALSE
38,8,450,5.3009292462141095,0.5106288184877775,0.4776495226486107,FALSE,FALSE
38,12,300,8.33853457926025,0.4071331433480759,0.38980030790749487,FALSE,FALSE
38,16,225,9.875757108983825,0.3741072505302839,0.36222778774980885,FALSE,FALSE
38,20,180,11.686861494961336,0.34390015912569216,0.3351924126145199,FALSE,FALSE
39,4,900,7.100481023387381,-0.5242110040223219,-0.4539800464266773,FALSE,FALSE
39,8,450,15.747481746498792,-0.35200145769677776,-0.3292672135865859,FALSE,FALSE
39,12,300,10.754489054692382,-0.4259465724057513,-0.4078127948771641,FALSE,FALSE
39,16,225,10.129287069756924,-0.4388949451871966,-0.42495820336115736,FALSE,FALSE
39,20,180,8.72908620503943,-0.4727871100708062,-0.46081587307367067,FALSE,FALSE
40,4,900,3.1874692813469143,-0.03832920842942895,-0.03319406820683411,FALSE,FALSE
40,8,450,5.652964990470164,-0.028781584974683236,-0.026922707505896353,FALSE,FALSE
40,12,300,4.7381711662038395,-0.03143746229994877,-0.030099078605038864,FALSE,FALSE
40,16,225,4.628734836586178,-0.03180692634508454,-0.03079692400713959,FALSE,FALSE
40,20,180,5.123214868749054,-0.030233022622211916,-0.029467505392065656,FALSE,FALSE
41,4,900,9.081986642459839,0.9768966437348491,0.8460173103461355,FALSE,FALSE
