proposal_id,estimate,std_error,t_value,p_value,ci_low,ci_high,raw_cce_std_error,raw_cce_variance,asymptotic_variance,nobs,r2,k,method,hybrid,contigConst,nPC
temp_ward_k04,0.0014569160748117921,6.391646417635373e-4,2.2794065560197034,0.1069937012739054,-5.771910778365618e-4,0.003491023227460146,5.535328169680035e-4,3.063985794605332e-7,0.30717683185236294,1002540,0.18545026871080403,4,ward,FALSE,0,NA
temp_regional_k08,0.0014569160748117921,4.6216935880884674e-4,3.1523424195985537,0.016099353450614806,3.6405920062930605e-4,0.002549772948994278,4.3231984883192436e-4,1.8690045169405793e-7,0.18737517884136085,1002540,0.18545026871080403,8,regional,FALSE,0,NA
temp_ward_contig_k12,0.0014569160748117921,5.119385862188099e-4,2.8458805685514106,0.015913574452907482,3.3014684366589747e-4,0.0025836853059576868,4.901438799523439e-4,2.4024102305473775e-7,0.24085123525329677,1002540,0.18545026871080403,12,ward,FALSE,0.35,NA
temp_ward_pca_k16,0.0014569160748117921,4.989654235781023e-4,2.919873814831066,0.010560193498550828,3.9339644947620545e-4,0.002520435700147379,4.8312119396282994e-4,2.3340608805607035e-7,0.23399893951973277,1002540,0.18545026871080403,16,ward,FALSE,0,12
temp_hybrid_k20,0.0014569160748117921,5.033595797975262e-4,2.894384319451771,0.009292624173904123,4.0337236627871085e-4,0.0025104597833448734,4.906142305775945e-4,2.4070232324524504e-7,0.24131370714628797,1002540,0.18545026871080403,20,ward,TRUE,0,NA
